file;manager;license;author;source;modified
massimiliano-allegri.jpg;Massimiliano Allegri;Attribution;Original: Quirinale / Derivative work: Danyele;https://commons.wikimedia.org/wiki/File:Incontro_con_le_squadre_finaliste_della_Coppa_Italia_di_calcio_Frecciarossa_Atalanta_-_Juventus_01_-_Massimiliano_Allegri_(cropped).jpg;cropped to the head and resized to 320px
matt-busby.jpg;Matt Busby;Public domain;Kurt Nielsen © Scanpix;https://commons.wikimedia.org/wiki/File:Matt_Busby_cropped.jpg;cropped to the head and resized to 320px
mauricio-pochettino.jpg;Mauricio Pochettino;CC BY-SA 4.0;Bryan Berlin;https://commons.wikimedia.org/wiki/File:Mauricio_Pochettino_USMNT_v_Belgium_Mar_28_2026-2.jpg;cropped to the head and resized to 320px
michael-carrick.jpg;Michael Carrick;CC0;Timmy96;https://commons.wikimedia.org/wiki/File:Michael_Carrick_12042025_(5)_(cropped).jpg;cropped to the head and resized to 320px
michel.jpg;Míchel;CC BY-SA 3.0;HulkMadridista;https://commons.wikimedia.org/wiki/File:Michel09.jpg;cropped to the head and resized to 320px
michel-preud-homme.jpg;Michel Preud'homme;CC BY-SA 1.0;Vladimir Maiorov;https://commons.wikimedia.org/wiki/File:Michel_Preud.JPG;cropped to the head and resized to 320px
miguel-angel-lotina.jpg;Miguel Ángel Lotina;CC BY-SA 3.0;Александр Мысякин;https://commons.wikimedia.org/wiki/File:Miguel_%C3%81ngel_Lotina.jpg;cropped to the head and resized to 320px
mihailo-petrovic.jpg;Mihailo Petrović;Public domain;Uroš Predić;https://commons.wikimedia.org/wiki/File:Mihailo_Petrovi%C4%87_Alas,_portrait_by_Uro%C5%A1_Predi%C4%87.jpg;cropped to the head and resized to 320px
mircea-lucescu.jpg;Mircea Lucescu;CC BY-SA 3.0;ИЛЬЯ ХОХЛОВ;https://commons.wikimedia.org/wiki/File:Mircea_Lucescu_2009.jpg;cropped to the head and resized to 320px
morten-olsen.jpg;Morten Olsen;CC0;Wenflou;https://commons.wikimedia.org/wiki/File:Morten_Olsen_2_20170114.jpg;cropped to the head and resized to 320px
murat-yak-n.jpg;Murat Yakın;CC BY-SA 3.0;Дмитрий Садовников;https://commons.wikimedia.org/wiki/File:Spartak-Zrvena_(3).jpg;cropped to the head and resized to 320px
nicolae-dica.jpg;Nicolae Dică;CC BY-SA 2.0;andreacantor;https://commons.wikimedia.org/wiki/File:Nicolae_Dic%C4%83.jpg;cropped to the head and resized to 320px
niko-kovac.jpg;Niko Kovač;CC BY-SA 4.0;Sven Mandel;https://commons.wikimedia.org/wiki/File:2019147182952_2019-05-27_Fussball_1.FC_Kaiserslautern_vs_FC_Bayern_M%C3%BCnchen_-_Sven_-_1D_X_MK_II_-_0109_-_B70I8408_(cropped).jpg;cropped to the head and resized to 320px
nuno-espirito-santo.jpg;Nuno Espírito Santo;CC BY 2.0;Carla Cortés;https://commons.wikimedia.org/wiki/File:Nuno_Esp%C3%ADrito_Santo_(cropped).jpg;cropped to the head and resized to 320px
nuri-sahin.jpg;Nuri Şahin;CC BY-SA 4.0;Sakhalinio;https://commons.wikimedia.org/wiki/File:14_-_Nuri_Sahin_4_October_2017.jpg;cropped to the head and resized to 320px
ole-gunnar-solskj-r.jpg;Ole Gunnar Solskjær;CC BY-SA 2.0;Tor Atle Kleven;https://commons.wikimedia.org/wiki/File:Ole_Gunnar_Solskjaer_Trondheim2011-1_crop.jpg;cropped to the head and resized to 320px
oliver-glasner.jpg;Oliver Glasner;CC BY-SA 4.0;Sven Mandel;https://commons.wikimedia.org/wiki/File:2022128173931_2022-05-08_Fussball_Eintracht_Frankfurt_vs_Borussia_M%C3%B6nchengladbach_-_Sven_-_1D_X_MK_II_-_2395_-_B70I8506_(cropped).jpg;cropped to the head and resized to 320px
olof-mellberg.jpg;Olof Mellberg;CC BY 2.0;Ricardo Alvarez;https://commons.wikimedia.org/wiki/File:Olof_Mellberg_2006.jpg;cropped to the head and resized to 320px
omar-sivori.jpg;Omar Sívori;Public domain;Unknown author Unknown author;https://commons.wikimedia.org/wiki/File:Omar_sivori_argentina.jpg;cropped to the head and resized to 320px
osvaldo-ardiles.jpg;Osvaldo Ardiles;CC BY-SA 3.0 nl;Marcel Antonisse / Anefo;https://commons.wikimedia.org/wiki/File:Osvaldo_Ardiles_(1981).jpg;cropped to the head and resized to 320px
otto-rehhagel.jpg;Otto Rehhagel;CC BY-SA 3.0;Otto_Rehhagel_01.jpg : Beek100 derivative work: Joyborg ( talk );https://commons.wikimedia.org/wiki/File:Otto_Rehhagel_01-2.jpg;cropped to the head and resized to 320px
patrick-kluivert.jpg;Patrick Kluivert;CC BY 2.0;Web Summit;https://commons.wikimedia.org/wiki/File:Patrick_Kluivert_at_Web_Summit_2024_(cropped_2).jpg;cropped to the head and resized to 320px
patrick-vieira.jpg;Patrick Vieira;CC BY-SA 4.0;Simon Heseltine;https://commons.wikimedia.org/wiki/File:Patrick_Vieira_NYCFC.JPG;cropped to the head and resized to 320px
paul-scholes.jpg;Paul Scholes;CC BY 2.0;James Adams;https://commons.wikimedia.org/wiki/File:P_Scholes.jpg;cropped to the head and resized to 320px
paulo-bento.jpg;Paulo Bento;CC BY-SA 3.0;Ilya Khokhlov;https://commons.wikimedia.org/wiki/File:PauloBento.JPG;cropped to the head and resized to 320px
pep-guardiola.jpg;Pep Guardiola;CC BY-SA 4.0;Steffen Prößdorf;https://commons.wikimedia.org/wiki/File:Josep_Guardiola_2023-10-04_Fu%C3%9Fball,_M%C3%A4nner,_UEFA_Champions_League,_RB_Leipzig_-_Manchester_City_FC_1DX_2797_(cropped).jpg;cropped to the head and resized to 320px
peter-bosz.jpg;Peter Bosz;CC BY-SA 3.0;User:Conceited_2;https://commons.wikimedia.org/wiki/File:Peter_Bosz_crop.png;cropped to the head and resized to 320px
phil-neville.jpg;Phil Neville;CC BY 2.0;The Bohs;https://commons.wikimedia.org/wiki/File:Phil_Neville_Bohemians_V_Everton_(43_of_51).jpg;cropped to the head and resized to 320px
phillip-cocu.jpg;Phillip Cocu;GFDL 1.2;Steindy ( talk ) 11:02, 25 July 2014 (UTC);https://commons.wikimedia.org/wiki/File:PSV_Eindhoven,_Teamcamp_Bad_Erlach,_July_2014_(004).jpg;cropped to the head and resized to 320px
quique-sanchez-flores.jpg;Quique Sánchez Flores;CC BY 2.0;Franziska;https://commons.wikimedia.org/wiki/File:150714_Quique_Flores_(cropped).jpg;cropped to the head and resized to 320px
quique-setien.jpg;Quique Setién;CC0;Doxcumenta;https://commons.wikimedia.org/wiki/File:Quique_seti%C3%A9n.jpg;cropped to the head and resized to 320px
radomir-antic.jpg;Radomir Antić;CC BY-SA 3.0;Sladjana Vujic;https://commons.wikimedia.org/wiki/File:Radomir_Anti%C4%87.jpg;cropped to the head and resized to 320px
raffaele-palladino.jpg;Raffaele Palladino;Public domain;Leo1684;https://commons.wikimedia.org/wiki/File:Raffaele_Palladino_Juventus,_2007_(crop_2).jpg;cropped to the head and resized to 320px
raymond-domenech.jpg;Raymond Domenech;CC BY-SA 2.0;Safia Otokoré;https://commons.wikimedia.org/wiki/File:Raymond_Domenech.jpg;cropped to the head and resized to 320px
raymond-goethals.jpg;Raymond Goethals;CC0;Hans Peters for Anefo;https://commons.wikimedia.org/wiki/File:Raymond_Goethals_1977.jpg;cropped to the head and resized to 320px
ricardo-zamora.jpg;Ricardo Zamora;Public domain;El Gráfico;https://commons.wikimedia.org/wiki/File:Ricardo_Zamora_(arquero_espa%C3%B1ol)_-_El_Gr%C3%A1fico_363.jpg;cropped to the head and resized to 320px
rinus-michels.jpg;Rinus Michels;CC0;Rob Mieremet / Anefo;https://commons.wikimedia.org/wiki/File:Koppen_Nederlandse_voetballers_Rinus_Michels,_Bestanddeelnr_254-9536_2.jpg;cropped to the head and resized to 320px
robbie-keane.jpg;Robbie Keane;CC BY-SA 3.0 at;Michael Kranewitter;https://commons.wikimedia.org/wiki/File:2013_Robbie_Keane_(cropped).jpg;cropped to the head and resized to 320px
roberto-de-zerbi.jpg;Roberto De Zerbi;CC BY-SA 4.0;Olga Shcherbytska;https://commons.wikimedia.org/wiki/File:%D0%9C%D0%B0%D1%82%D1%87_%C2%AB%D0%94%D0%B8%D0%BD%D0%B0%D0%BC%D0%BE%C2%BB_-_%C2%AB%D0%A8%D0%B0%D1%85%D1%82%D0%B0%D1%80%C2%BB_0-0._3_%D0%B6%D0%BE%D0%B2%D1%82%D0%BD%D1%8F_2021_%D1%80%D0%BE%D0%BA%D1%83_%E2%80%94_1279025_(cropped).jpg;cropped to the head and resized to 320px
roberto-donadoni.jpg;Roberto Donadoni;CC BY-SA 3.0;Steindy ( talk ) 13:14, 26 July 2009 (UTC);https://commons.wikimedia.org/wiki/File:Roberto_Donadoni_-_SSC_Neapel_(2)_(cropped).jpg;cropped to the head and resized to 320px
roberto-mancini.jpg;Roberto Mancini;Attribution;Presidenza della Repubblica;https://commons.wikimedia.org/wiki/File:Roberto_Mancini_2021.jpg;cropped to the head and resized to 320px
roberto-martinez.jpg;Roberto Martínez;CC BY-SA 4.0;Bryan Berlin;https://commons.wikimedia.org/wiki/File:Roberto_Mart%C3%ADnez_USMNT_v_Portugal_Mar_31_2026-35.jpg;cropped to the head and resized to 320px
roger-machado.jpg;Roger Machado;CC BY 3.0;Copa do Nordeste;https://commons.wikimedia.org/wiki/File:Roger_Machado.jpg;cropped to the head and resized to 320px
rogerio-ceni.jpg;Rogério Ceni;CC BY 3.0 br;Ricardo Stuckert/PR (cropped by Paris );https://commons.wikimedia.org/wiki/File:Rog%C3%A9rio_Ceni.jpg;cropped to the head and resized to 320px
ronald-koeman.jpg;Ronald Koeman;CC BY-SA 3.0;Richard Mulder;https://commons.wikimedia.org/wiki/File:Ronald_Koeman_(2014)_(cropped).jpg;cropped to the head and resized to 320px
roy-hodgson.jpg;Roy Hodgson;CC BY-SA 3.0;Mikhail Slain;https://commons.wikimedia.org/wiki/File:RoyH.JPG;cropped to the head and resized to 320px
ruben-amorim.jpg;Ruben Amorim;CC BY 3.0;Agência Lusa;https://commons.wikimedia.org/wiki/File:RubenAmorim3.png;cropped to the head and resized to 320px
rudi-garcia.jpg;Rudi Garcia;CC BY 2.0;mustapha_ennaimi;https://commons.wikimedia.org/wiki/File:Rudi_Garcia_Troph%C3%A9e_des_champions_2011_(cropped).jpg;cropped to the head and resized to 320px
ruud-gullit.jpg;Ruud Gullit;CC BY-SA 4.0;Barcex;https://commons.wikimedia.org/wiki/File:25th_Laureus_World_Sports_Awards_-_Ruud_Gullit_-_240422_131911_(cropped).jpg;cropped to the head and resized to 320px
ruud-van-nistelrooy.jpg;Ruud van Nistelrooy;CC BY-SA 4.0;Ardfern;https://commons.wikimedia.org/wiki/File:Ruud_van_Nistelrooy_2017.jpg;cropped to the head and resized to 320px
ruy-ramos.jpg;Ruy Ramos;CC BY-SA 2.0;Norio NAKAYAMA from saitama, japan;https://commons.wikimedia.org/wiki/File:Ruy_Ramos_on_February_17,_2010.jpg;cropped to the head and resized to 320px
sami-hyypia.jpg;Sami Hyypiä;CC BY-SA 3.0;Дмитрий Неймырок/Dmitry Neymyrok/Dmitrij Nejmyrok;https://commons.wikimedia.org/wiki/File:Sami_Hyypia_2012.jpg;cropped to the head and resized to 320px
savo-milosevic.jpg;Savo Milošević;CC BY-SA 3.0;Medija centar Beograd;https://commons.wikimedia.org/wiki/File:Savo_Milosevic_(cropped).jpg;cropped to the head and resized to 320px
scott-parker.jpg;Scott Parker;CC BY-SA 4.0;Publicist01;https://commons.wikimedia.org/wiki/File:W._Scott_Parker_III_-_Actor,_Director.jpg;cropped to the head and resized to 320px
sean-dyche.jpg;Sean Dyche;CC BY 3.0;Toffee TV : Everton Fan Channel;https://commons.wikimedia.org/wiki/File:Sean_Dyche_-_Toffee_TV_EFC.png;cropped to the head and resized to 320px
sergi-barjuan.jpg;Sergi Barjuan;CC BY-SA 4.0;Dynamomania.com;https://commons.wikimedia.org/wiki/File:%D0%A1%D0%B5%D1%80%D1%85%D1%96_%D0%91%D0%B0%D1%80%D1%85%D1%83%D0%B0%D0%BD_(cropped).jpg;cropped to the head and resized to 320px
sergio-conceicao.jpg;Sérgio Conceição;CC BY 3.0;Agência Lusa;https://commons.wikimedia.org/wiki/File:S%C3%A9rgio_Concei%C3%A7%C3%A3o,_Ta%C3%A7a_de_Portugal_2023_(Ag%C3%AAncia_Lusa)_(cropped).png;cropped to the head and resized to 320px
sergio-gonzalez-soriano.jpg;Sergio González Soriano;CC BY-SA 3.0;Антон Волков;https://commons.wikimedia.org/wiki/File:Sergio_Gonz%C3%A1lez.jpg;cropped to the head and resized to 320px
serhii-rebrov.jpg;Serhii Rebrov;CC BY-SA 3.0;Илья Хохлов;https://commons.wikimedia.org/wiki/File:Serhiy_Rebrov-ua.jpeg;cropped to the head and resized to 320px
simone-inzaghi.jpg;Simone Inzaghi;CC BY-SA 4.0;Werner100359;https://commons.wikimedia.org/wiki/File:FC_Salzburg_gegen_Inter_Mailand_(Testspiel_2023-08-09)_48.jpg;cropped to the head and resized to 320px
sinisa-mihajlovic.jpg;Siniša Mihajlović;CC BY-SA 3.0;Roberto Vicario;https://commons.wikimedia.org/wiki/File:Sini%C5%A1a_Mihajlovi%C4%87.JPG;cropped to the head and resized to 320px
slaven-bilic.jpg;Slaven Bilić;CC BY-SA 3.0;Рыбакова Елена;https://commons.wikimedia.org/wiki/File:Slaven_Bili%C4%87.jpg;cropped to the head and resized to 320px
stefan-kovacs.jpg;Ștefan Kovács;CC0;Nationaal Archief, Den Haag, Rijksfotoarchief: Fotocollectie Algemeen Nederlands Fotopersbureau (ANEFO), 1945-1989 - neg;https://commons.wikimedia.org/wiki/File:Stefan_Kovacs.jpg;cropped to the head and resized to 320px
stefan-kuntz.jpg;Stefan Kuntz;CC BY-SA 4.0;Steven Schaap;https://commons.wikimedia.org/wiki/File:Stefan_Kuntz_PK_U21-GER-vs-ISR_(cropped).jpg;cropped to the head and resized to 320px
stefano-pioli.jpg;Stefano Pioli;CC BY 4.0;Foad Ashtari;https://commons.wikimedia.org/wiki/File:Persepolis_F.C._v_Al_Nassr_FC,_17_February_2025,_Stefano_Pioli.jpg;cropped to the head and resized to 320px
steve-bruce.jpg;Steve Bruce;CC BY 2.0;Ronnie Macdonald;https://commons.wikimedia.org/wiki/File:Steve_Bruce.jpg;cropped to the head and resized to 320px
steve-mcclaren.jpg;Steve McClaren;CC BY 2.0;Thomas Rodenbücher;https://commons.wikimedia.org/wiki/File:Steve_McClaren_2012_1_(cropped).jpg;cropped to the head and resized to 320px
sylvinho.jpg;Sylvinho;CC BY-SA 4.0;Granada;https://commons.wikimedia.org/wiki/File:20180610_FIFA_Friendly_Match_Austria_vs._Brazil_Sylvinho_850_0232.jpg;cropped to the head and resized to 320px
takuya-takagi.jpg;Takuya Takagi;CC BY 2.0;Masashi Hara Hara;https://commons.wikimedia.org/wiki/File:Takuya_Takagi.jpg;cropped to the head and resized to 320px
terry-venables.jpg;Terry Venables;CC0;Jack de Nijs for Anefo / Anefo;https://commons.wikimedia.org/wiki/File:Venables_(1964),_Bestanddeelnr_917-2185.jpg;cropped to the head and resized to 320px
thiago-motta.jpg;Thiago Motta;CC BY-SA 4.0;Pietro Luca Cassarino;https://commons.wikimedia.org/wiki/File:Thiago_Motta_Bologna_2023.jpg;cropped to the head and resized to 320px
thierry-henry.jpg;Thierry Henry;CC BY 2.0;Web Summit;https://commons.wikimedia.org/wiki/File:Thierry_Henry_(51649035951)_(cropped).jpg;cropped to the head and resized to 320px
thomas-n-kono.jpg;Thomas N'Kono;Public domain;Fketchemen;https://commons.wikimedia.org/wiki/File:Nkono_001_2.jpg;cropped to the head and resized to 320px
thomas-tuchel.jpg;Thomas Tuchel;CC BY-SA 4.0;Bryan Berlin;https://commons.wikimedia.org/wiki/File:Thomas_Tuchel_England_v_Ghana_23_June_2026-081.jpg;cropped to the head and resized to 320px
traianos-dellas.jpg;Traianos Dellas;Public domain;Stelios Tsaousidis, stelios@acebit.com;https://commons.wikimedia.org/wiki/File:Dellas_2008.jpg;cropped to the head and resized to 320px
tuncay-sanl.jpg;Tuncay Şanlı;CC BY-SA 3.0;Ufuk Aykut;https://commons.wikimedia.org/wiki/File:2007-03-01_tuncay001.jpg;cropped to the head and resized to 320px
uli-stielike.jpg;Uli Stielike;CC BY 4.0;Mohammad Ali Marizad;https://commons.wikimedia.org/wiki/File:Uli_Stielike_in_press_conference_before_Iran_match_1.jpg;cropped to the head and resized to 320px
unai-emery.jpg;Unai Emery;CC BY-SA 2.0;Aleksandr Osipov;https://commons.wikimedia.org/wiki/File:Unai_Emery_-_Sevilla_(cropped).jpg;cropped to the head and resized to 320px
vicente-del-bosque.jpg;Vicente del Bosque;CC BY-SA 3.0;Steindy ( talk ) 08:39, 5 June 2010 (UTC);https://commons.wikimedia.org/wiki/File:Vicente_del_Bosque_-_Teamchef_Spain_(02)_(cropped).jpg;cropped to the head and resized to 320px
vicente-feola.jpg;Vicente Feola;Public domain;Unknown;https://commons.wikimedia.org/wiki/File:Vicente_feola_julesrimet.jpg;cropped to the head and resized to 320px
vincent-kompany.jpg;Vincent Kompany;CC BY-SA 4.0;ManuluxWiki;https://commons.wikimedia.org/wiki/File:Vincent_Kompany_Bayern_Munich.jpg;cropped to the head and resized to 320px
vincenzo-montella.jpg;Vincenzo Montella;CC BY-SA 3.0;Roberto Vicario;https://commons.wikimedia.org/wiki/File:Vincenzo_montella_cropped_(1).JPG;cropped to the head and resized to 320px
volkan-demirel.jpg;Volkan Demirel;CC BY 2.0;Mark Freeman from Hornchurch, UK;https://commons.wikimedia.org/wiki/File:Volkan_demirel.jpg;cropped to the head and resized to 320px
walid-regragui.jpg;Walid Regragui;CC BY 2.0;mustapha ennaimi;https://commons.wikimedia.org/wiki/File:Walid_Regragui.jpg;cropped to the head and resized to 320px
walter-mazzarri.jpg;Walter Mazzarri;CC BY-SA 3.0;Илья Хохлов;https://commons.wikimedia.org/wiki/File:Walter_Mazzarri,_Metalist-Inter_(1).jpg;cropped to the head and resized to 320px
walter-samuel.jpg;Walter Samuel;CC BY-SA 3.0;Steindy ( talk ) 17:05, 29 November 2009 (UTC);https://commons.wikimedia.org/wiki/File:Walter_Samuel_-_Inter_Mailand_(1).jpg;cropped to the head and resized to 320px
wayne-rooney.jpg;Wayne Rooney;CC BY-SA 3.0;Дмитрий Голубович;https://commons.wikimedia.org/wiki/File:Wayne-Rooney-2015-10-21.jpg;cropped to the head and resized to 320px
willy-sagnol.jpg;Willy Sagnol;CC BY-SA 3.0;Christophe95;https://commons.wikimedia.org/wiki/File:Willy_Sagnol_2007.jpg;cropped to the head and resized to 320px
xabi-alonso.jpg;Xabi Alonso;CC BY-SA 2.0;DONOSTIA KULTURA;https://commons.wikimedia.org/wiki/File:Los_Caminos_del_f%C3%BAtbol._Xabi_Alonso_(39666778464)_(cropped).jpg;cropped to the head and resized to 320px
xavi-hernandez.jpg;Xavi Hernández;CC BY 4.0;Mehdi Zare;https://commons.wikimedia.org/wiki/File:Xavi_13981129001173637176666027076571.jpg;cropped to the head and resized to 320px
yutaka-akita.jpg;Yutaka Akita;CC BY-SA 2.0;https://www.flickr.com/photos/28764853@N00/;https://commons.wikimedia.org/wiki/File:Yutaka_Akita_(cropped).jpg;cropped to the head and resized to 320px
zdenek-zeman.jpg;Zdeněk Zeman;CC BY-SA 3.0;Paolo Magliani;https://commons.wikimedia.org/wiki/File:Zdenek_Zeman_(cropped).JPG;cropped to the head and resized to 320px
